"record_id","source","source_type","search_query","brand_or_platform","title_or_context","comment_text","original_text","translated_text","published_date","source_url","likes_or_upvotes","product_category","language","relevance_score","collection_timestamp"
"28a06f2c-0a1f-4332-8735-d8219601e016","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","this app is beautiful for shopping regular and occational wear. most of the outfits fit perfectly. Accessories have problems as the size shown in 3 products that I bought was wrong and only one was correct. I returned two dresses as one had the wrong size and the other had size issues as well but the exchange is so far effortless provided you do not loose the tags of the outfit. 3 star is for most of the images not being the same as shown in pictures. solution read product reviews then buy.","","","2026-08-15T23:02:21+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","0","clothing","en","1.0","2026-08-18T18:15:36.287695+00:00"
"65165eba-2475-44c6-b4dd-5e67f5d40462","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Extremely disappointing experience with Myntra. My orders are repeatedly getting delayed and then cancelled automatically, even when the same order and address work perfectly fine from another account. There is absolutely no issue with my address or payment, yet this keeps After dealing with this repeatedly, I’ve finally had enough. I’m deleting the Myntra app and will no longer be using it. Very disappointed with the overall experience.","","","2026-08-14T12:34:31+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","0","clothing","en","0.73","2026-08-18T18:15:36.287695+00:00"
"50f4142d-fa60-4570-9233-a7c76c113598","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very worst app and delivery service. I ordered a product that was not delivered or canceled. Every morning, they cancel the order after 11 o'clock, saying it's out for delivery, and then it fails at night. This has been happening for a few days with one order. Customer care says they resolve issues within 24 hours, but there's no response. Very worst service.","","","2026-07-30T11:32:04+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","7","accessories","en","0.83","2026-08-18T18:15:36.287695+00:00"
"fff8c223-c250-4e15-b3c2-2236d4fbdead","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","myntra used to be my go-to app for literally shopping everything. The interface, discounts, quality, delivery everything used to be top-notch. I fail to understand what went down. I've placed 4 orders in the past 2 weeks and 0 got delivered. Reached the nearest delivery hub and got cancelled, one after the other. Please look into your delivery service. 5 orders don't get lost in transit just like that.","","","2026-07-28T17:43:30+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","6","clothing","en","0.92","2026-08-18T18:15:36.287695+00:00"
"be9a1233-f4e0-4143-886c-5601febfa3c3","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Review 1 This has been one of the worst online shopping experiences I have ever had. Myntra cancelled my order not once, but twice, without any proper explanation. I waited for days, only to receive a cancellation message at the last moment. It feels like the company does not value its customers' time or trust. If a product is not available, it should never be listed for sale. Customer support only gave generic replies and did not offer any real solution.","","","2026-08-06T18:46:20+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","3","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"81e6b276-6282-4c7d-a5c5-402b767ce816","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Worst experience ever. I ordered five items, and the app showed they would be delivered today, but I didn't even receive a single call from the delivery agent. Instead, I had to contact customer service repeatedly through calls and messages just to get updates.My orders kept getting delayed without any explanation.I waited patiently,but they never arrived. To make matters worse, the company eventually canceled my order without providing any reason. Because of this, I canceled my remaining order.","","","2026-08-03T21:46:11+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","5","general","en","0.87","2026-08-18T18:15:36.287695+00:00"
"4bdebd80-3ecc-4152-ad32-9254016d1df7","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Worst experience ever😡 , I have been waiting since 6 days that the product will be delivered to me , but Everytime I open the app it shows your product is in your nearest location but , the date is extended. 😠 Guys if you don't have it just show it out of stock , if at the last moment you will tell me that it can't be delivered like earlier then it's really a total waste of my time and patience....🙏 It's really hard to have a bad experience throughout.","","","2026-08-05T08:17:30+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","3","accessories","en","0.89","2026-08-18T18:15:36.287695+00:00"
"b607bb66-e34f-43d7-bbb6-d67639b4943f","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very worst experience with Myntra. My order was delivered, but the app incorrectly shows ""Delivery Failed,"" so I cannot return the product. I have been raising complaints since 13 July and have shared the invoice and product photos as requested. Despite repeated calls and emails, customer support only keeps saying ""wait 24–48 hours."" It has been over 17 days with no resolution. I just want my return processed and my refund issued. but don't know when they Will give my return","","","2026-07-30T10:12:27+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","6","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"5b184687-346d-4a98-ab84-13dc5c116e66","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","⭐⭐⭐⭐⭐ I've been using Myntra for a long time, and my experience has been amazing. The app is easy to use, offers a huge variety of brands and styles, and the quality of products is usually excellent. Deliveries are quick, packaging is neat, and returns or exchanges are hassle-free. I also love the frequent sales and discounts, which make shopping even more enjoyable. Overall, Myntra is one of the best online shopping apps, and I highly recommend it!","","","2026-07-20T17:51:52+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","9","innerwear","en","1.0","2026-08-18T18:15:36.287695+00:00"
"348da5d5-8062-4f59-8774-733223b52a17","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Worst shopping app I've ever used. They failed to deliver my order twice and cancelled it from their end without any proper explanation. When I finally received the product, the quality was extremely poor. I immediately requested a return, but the pickup itself takes 5–6 days, and even after waiting, it still hasn't been collected. Overall, the shopping experience has been frustrating from start to finish. Poor product quality, unreliable delivery, and an extremely slow return process make this","","","2026-07-28T17:30:32+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","7","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"fb4b1fab-66fe-4dd6-9154-06c8de43cb21","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","one of the best online shopping apps! The app is fast, easy to use, and offers a huge collection of fashion, footwear, beauty, and lifestyle products from top brands. The quality of products is excellent, delivery is usually quick, and returns/exchanges are smooth and hassle-free. I also love the regular discounts, coupons, and sales that help save money. Overall, a reliable shopping app with a great user experien","","","2026-07-20T21:43:17+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","9","clothing","en","1.0","2026-08-18T18:15:36.287695+00:00"
"00e69518-911e-431b-a077-2cc663bd3c26","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Absolutely loved my experience with Myntra! The app is easy to use, the collection is amazing, and there are plenty of options to choose from. The product quality was excellent, delivery was quick, and everything arrived well-packed. Overall, a smooth and satisfying shopping experience. Definitely recommend Myntra!","","","2026-08-16T23:17:19+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","0","general","en","0.74","2026-08-18T18:15:36.287695+00:00"
"22abe7c7-b2ca-4047-bda1-0c681d9e2be2","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very disappointing experience. My issue has been going on for almost a month. I received the wrong product and provided the product tag/code and invoice as evidence, but Myntra kept giving generic responses saying the correct product was dispatched. After repeated complaints, they agreed to take the product back, but pickup failed 3–4 times. The agent is either busy or doesn't answer. Still waiting for a proper resolution. Very poor customer support and return experience.","","","2026-08-17T01:19:02+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","1","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"b53ebc73-678e-4727-bd6f-eabcaec2a67c","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","⭐⭐⭐⭐⭐ I've had a great shopping experience with Myntra. The app is easy to use, the collection is trendy, and there are plenty of options for every style and budget. The products I've received matched the description, delivery was quick, and the packaging was neat. Returns and exchanges are also hassle-free, which makes shopping stress-free. Overall, it's one of my favorite apps for fashion shopping. Highly recommended!","","","2026-06-21T12:30:33+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","17","general","en","0.9","2026-08-18T18:15:36.287695+00:00"
"b1a68295-ec06-4f8f-be46-2d08d76b8083","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","The worst customer service I have ever experienced. I placed an order on 3rd July worth approximately ₹10,000. While making the payment, the first transaction showed as failed, so I made the payment again. The second payment went through successfully, and my order was placed. Later, I noticed that both payments had been debited from my credit card. I contacted my bank, and they confirmed that both transactions were successfully credited to the merchant. I raised a dispute with Myntra a few days","","","2026-07-09T21:46:56+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","13","accessories","en","0.76","2026-08-18T18:15:36.287695+00:00"
"69630a51-b27d-46b8-a745-7e0384b6d542","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very disappointing experience with this app. Almost every time I place an order, I receive a message saying it will be delivered that day, but it gets cancelled at the last moment due to ""unforeseen reasons."" Since I pay online, I also end up losing platform charges. This isn't something that happened once or twice—it has happened at least 9–10 times. Such repeated cancellations are unacceptable and have completely ruined my shopping experience. I'm deleting the app.","","","2026-07-07T06:17:14+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","13","accessories","en","0.7","2026-08-18T18:15:36.287695+00:00"
"a244bf64-fbd4-4b62-b1a3-b101a10bf202","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Great app for fashion lovers! Myntra has an amazing collection of brands and the latest trends. The user interface is clean, making it very easy to browse and filter products by size, price, and color. I love the frequent sales and discounts. Delivery is usually on time, and the return/exchange process has been completely hassle-free for me so far. Highly recommend it for a seamless online shopping experience!","","","2026-07-09T21:46:24+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","11","innerwear","en","1.0","2026-08-18T18:15:36.287695+00:00"
"58c2e9b3-5c5d-411c-911c-1d58750f0860","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Update: Its gotten worse. Earlier the music in background would stop if a video played in a product page in myntra. However I was again able to restart the music in background. Now no matter how many times I press play on the background music, it does not start if I am on a product page with a video. No other app does that. Also the brand name on any product page is not clickable, so that all the products from any brand can be viewed.","","","2026-07-17T19:01:45+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","8","clothing","en","0.67","2026-08-18T18:15:36.287695+00:00"
"c5aa9678-6a60-40af-8d20-6aff0a979753","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","I've been using Myntra for a long time, and it's my favorite shopping app. The product quality is always good, the prices are affordable, and there are so many varieties to choose from. I love the stylish collections, regular discounts, and the smooth shopping experience. The return experience is good and easy, and delivery is usually fast. Overall, I'm very happy with Myntra and highly recommend it to anyone who loves shopping for quality products at great prices. 👍","","","2026-07-15T20:18:16+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","10","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"6573cded-6e02-42b5-a192-4742cf0c9d7f","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","I had a very bad experience with their service. The mistake was the company’s with the tag, yet I was the one who had to face all the problems. Even after talking to customer service, there was no solution. They just kept saying 'it will be rescheduled' but the pickup was never rescheduled. And later, customer service didn’t even pick up the call. So I was forced to return the order. I am very disappointed with their order service and customer service. It was extremely frustrating for me.","","","2026-08-13T16:29:48+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","0","general","en","0.78","2026-08-18T18:15:36.287695+00:00"
"18bb59ac-4115-4924-84f3-733d403bed6b","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Myntra has announced its Independence Day Sale, but it seems they have forgotten to implement the discounts. In fact, the products are still being sold without any significant discount. What’s even more surprising is that some products were actually cheaper before the sale, while their prices have increased during the sale. It seems like Myntra may have overlooked updating the sale prices.","","","2026-08-11T21:31:28+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","1","accessories","en","0.75","2026-08-18T18:15:36.287695+00:00"
"50949d3a-af6c-441d-a25b-6a8f7749de6f","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","I am writing to express my deep dissatisfaction with my recent order. I ordered 15 items of YELE PERFUME, but I received only one bottle, which was the wrong fragrance. When I contacted your customer service executive, I was only refunded half of the total amount. I have followed up by phone more than 10 times, and every representative assures me the issue will be resolved within 24 hours. However, the problem remains unresolved. I request a full refund for the missing items immediately.","","","2026-08-10T00:35:47+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","3","general","en","0.91","2026-08-18T18:15:36.287695+00:00"
"750963af-920e-4b60-afe6-0d76b67f86b5","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","I had started myntra to use a few months back only. In my last order, I have ordered 6 items and in the exchange of one single otp, all the 6 items marked as delivered. although I received one order which I actually didn't order(received the wrong product). myntra refund only one product price in exchange of wrong product. I am waiting for my refund for the remaining 5 items since 24th July. without resolving this problem marked my query as resolved again & again and said everyday wait for 12hr.","","","2026-08-03T16:16:06+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","5","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"254fee77-2eb1-457f-be77-b98535e6e556","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Pathetic delivery service! My exchange orders have been stuck for 15 days, and every single day the tracking status updates to ""Delivery Failed"" without anyone actually making an attempt or calling me. Your delivery agents are falsely updating the status to clear their quotas while the customer is left stranded.Customer support is completely useless, giving the same automated template responses over and over. If you cannot deliver orders, stop taking our money.","","","2026-08-12T20:34:01+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","1","clothing","en","0.77","2026-08-18T18:15:36.287695+00:00"
"3ad4c2d2-b5e7-47d9-891d-644cfec4922f","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Balanced I’ve had a pretty good experience with Myntra overall. The app is easy to use, there are lots of products and brands to choose from, and the delivery tracking is helpful. Prices and discounts are also usually good. There are occasional delivery issues, but overall it’s a convenient shopping app.","","","2026-08-14T17:03:00+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","0","innerwear","en","0.84","2026-08-18T18:15:36.287695+00:00"
"7b65a262-3f94-4005-998d-fbc034561bb7","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","They are delaying the order if it is the cash on delivery Very disappointed with Myntra's service. I have been waiting for 10 days, but my order still hasn't been delivered. There has been no proper update or resolution, and the delay has been extremely frustrating. This has been a very poor shopping experience. Please improve your delivery service and customer support. They are delaying the order if it is the cash on delivery","","","2026-08-05T19:16:46+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","3","general","en","0.94","2026-08-18T18:15:36.287695+00:00"
"ce91e54b-4fe3-46aa-aa99-b0b3da9f36ac","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Worst customer service experience ever I have ordered many products from Myntra over the years and have never raised a complaint before. However, this time I received what appears to be a fake product. I reported the issue to customer support immediately after delivery. Instead of investigating the complaint, the support team simply refused my return request. They kept repeating that the product matched the photos, so","","","2026-08-05T19:35:31+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","3","accessories","en","0.83","2026-08-18T18:15:36.287695+00:00"
"0b2b9d1a-4951-4369-ab71-902f1df73382","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very disappointing experience with Myntra. I received the wrong product, and when I requested an exchange, the replacement was also incorrect. The delivery partner refused to pick up the product, and my exchange request was cancelled without my permission. As a customer, I expected better service and support. Instead of resolving the issue, I was left dealing with repeated mistakes and inconvenience. This has been one of the worst online shopping experiences I have had","","","2026-06-23T08:56:10+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","15","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"eec6f370-6d05-4043-8294-0bbf15140eda","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Myntra is one of the worst online shopping apps I have ever used. The M-Now delivery service is extremely disappointing. Instead of delivering orders on time, they keep canceling them, causing inconvenience to customers. It feels like they are more interested in collecting customers' money than providing reliable service. This has happened repeatedly, and the overall shopping experience has been very frustrating. I would not recommend this service unless they improve their delivery process.","","","2026-07-30T09:29:24+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","8","accessories","en","0.75","2026-08-18T18:15:36.287695+00:00"
"2e46c47c-e8cb-48fe-9669-453653cff325","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","I was a loyal customer, I am going to discontinue this platform. First of all they take platform fee and if the seller itself is always sending wrong product on exchange, and you decide to return the product in frustration they still cut the marketfee price from total amount and refund the price. When the seller should be penalized for not cancelling the order if product is out of stock and continuosly wasting time by sending wrong product","","","2026-07-29T23:30:46+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","7","general","en","1.0","2026-08-18T18:15:36.287695+00:00"
"982fdb23-26e4-405b-bae7-d8467db5d935","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","⭐⭐⭐⭐⭐ Myntra is one of the best shopping apps. The delivery is very fast, and the delivery partners bring the order right to the doorstep. If I need to cancel an order, the cancellation process is simple and hassle-free. Refunds are processed quickly, making the whole experience smooth. The product quality matches the pictures shown in the app, so I receive exactly what I expect. Overall, the entire shopping process on Myntra is easy, reliable, and convenient. Highly recommended!","","","2026-07-18T16:49:08+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","7","accessories","en","0.95","2026-08-18T18:15:36.287695+00:00"
"7557fb6f-c2c6-4097-bbca-740946a0df13","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Don't buy Non-Returnable Items! They have updated their policy, and are not allowing return of some categories of apparel like Suits and Blazzers. Problem is, if you don't like the size and the desired size is not available on exchange, then you are stuck with the item. They won't allow any resolution like return or even exchange for different products, which is a shame! The support is pretty useless to say the least.","","","2026-06-27T14:51:50+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","13","clothing","en","0.97","2026-08-18T18:15:36.288252+00:00"
"5dcf3b50-842f-4fc7-8070-1ca4035e0071","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","I am extremely disappointed with my recent experience. My order has not been delivered, yet the application incorrectly shows it as “delivered.” This is highly misleading and unacceptable. delivery agent did come to my residence, but I was neither informed in advance nor contacted via call or message at the time of delivery. There was no proper attempt to hand over the order, which is completely unprofessional. What is even more frustrating, I tried to raise a complaint but not resolved.","","","2026-07-28T22:51:02+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","6","accessories","en","0.85","2026-08-18T18:15:36.288252+00:00"
"dd4643e2-b579-432c-89ac-045fafa26b35","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Bad, Very poor delivery service. I have placed orders many times after confirming product availability, but the orders are getting cancelled automatically without any prior information. I have faced the same issue two or three times. The delivery partner, Ekart, has failed to deliver my order, and I have not received any proper response or support from Myntra. This is a very disappointing experience and shows poor customer service.","","","2026-07-15T07:48:42+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","8","general","en","0.8","2026-08-18T18:15:36.288252+00:00"
"02a8352c-e603-4a69-a524-3e1639fcb483","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","one of the worst app I have used in my whole life, I mean i ordered two items on 31 july and it's been more than 10 days i haven't received my order , for one item it showing delivery delayed and one item it showing delivery failed, I mean what is this faild? and the best part I'm trying to contact to agent every agen says tricket has been raised your query solve in next 24 hrs it's been more than days...... do something myntra","","","2026-08-12T03:04:27+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","2","accessories","en","0.92","2026-08-18T18:15:36.288252+00:00"
"48bc9e03-0fe1-4c35-b70b-99cc6fedf582","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very disappointing experience with Myntra. I received two products without tags and with poor quality. My return and exchange requests were rejected because the tags were missing, even though the products were delivered that way. Customer support did not resolve the issue. I lost my money due to Myntra's mistake. Not recommended.","","","2026-07-16T20:58:30+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","11","accessories","en","1.0","2026-08-18T18:15:36.288252+00:00"
"1681b6b8-2897-4551-8db9-2b9bf8f09e39","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Very disappointing experience, just like many other 3-star apps. I faced multiple issues while trying to return a product. The system automatically cancelled my return request without any valid reason. I contacted customer support several times, but they kept asking me to wait for 2–3 days.. After waiting as instructed, my return request was automatically cancelled once the return window expired. Very poor customer service and a frustrating experience.","","","2026-07-16T16:56:06+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","8","general","en","0.98","2026-08-18T18:15:36.288252+00:00"
"b1cf2300-4a09-46d8-a539-6e5a287fcc99","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","First of all, you get everything at a reasonable price, and the return and exchange process is very easy—which is something I really liked about Myntra. Sometimes, a product we buy doesn't look good on us, but here, exchanging it is simple. It feels just like shopping at a showroom: ""This doesn't look right? Let's try another one. Not that one? Let's try something else."" Thank you, Myntra.","","","2026-07-26T17:22:31+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","4","accessories","en","1.0","2026-08-18T18:15:36.288252+00:00"
"83fbb6cb-b004-4a27-a990-f86e7f2ebb92","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","Absolutely pathetic service from Myntra. They failed to deliver my order on time and didn't even bother to provide a proper explanation. Their customer support is completely useless—they either give scripted responses or avoid answering the actual issue. Despite repeatedly contacting them, my product is still not delivered, and no one seems to care. This is one of the worst online shopping experiences I've had. If you value your time and money, think twice before ordering from Myntra. De","","","2026-07-18T21:14:09+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","8","accessories","en","0.78","2026-08-18T18:15:36.288252+00:00"
"16cc5ee6-60a5-4f31-ad74-c7707a20f743","Google Play Store","review","Myntra app review","Myntra","Myntra - Google Play Store Review","for the first time, I have placed the order in this stupid app & it's the worst experience. First order was delayed & no response about it. then when I called to ask about it to customer support, literally disconnected my call. seriously, most pathetic experience ever. you people only good for shouting offers but when it comes to customer support it is a total disaster. I definitely don't ever place orders from your app. will not recommend this app too 👎","","","2026-07-28T13:14:55+00:00","https://play.google.com/store/apps/details?id=com.myntra.android","5","general","en","0.72","2026-08-18T18:15:36.288252+00:00"
